host,dopant,site,ad,BC-32a-d,BW-32a-d,BF-32a-d,BC-32a-s,BW-32a-s,BF-32a-s,BC-32a-p,BW-32a-p,BF-32a-p,TC-32a,TC-32a-s,TC-32a-p,TC-32a-d,BC-31a-d,BW-31a-d,BF-31a-d,BC-31a-s,BW-31a-s,BF-31a-s,BC-31a-p,BW-31a-p,BF-31a-p,TC-31a,TC-31a-s,TC-31a-p,TC-31a-d,FE-x1,TC-31a-del,TC-32a-del,ZPP-s-h-ZPP-s-dp-del,ZPP-p-h-ZPP-p-dp-del,ZPP-d-h-ZPP-d-dp-del,CR-h-CR-dp-del,MR-h-MR-dp-del,AR-h-AR-dp-del,VdWR-h-VdWR-dp-del,NE-s-h-NE-s-dp-del,NE-p-h-NE-p-dp-del,NE-d-h-NE-d-dp-del,GCN,Z-am,VE-am,FIE-wm,EA-wm,EN-wm,EN-gm,NSRS-h,NSRC-h,Z-h,G-h,EN-h,EA-h,AM-h,BP-h,MP-h,MV-h,WF-h,DP-h,Rho-h,HVap-h,LatCon-h,P-h,SH-h,TCon-h,HF-h,FIE-h,NSRS-dp,NSRC-dp,Z-dp,G-dp,EN-dp,EA-dp,AM-dp,BP-dp,MP-dp,MV-dp,WF-dp,DP-dp,Rho-dp,HVap-dp,LatCon-dp,P-dp,SH-dp,TCon-dp,HF-dp,FIE-dp,e_ads,sys
Ag,Rh,t1,CO,-0.681022447,1.374384279,0.854680104,-0.130072389,3.780575938,0.507151359,0.625808357,3.245849007,0.365634241,17.3255,2.2932,6.6306,8.4017,-3.735646539,1.087267575,0.986920469,0.742886217,4.043420479,0.407901346,0.789730715,5.977252189,0.311460118,10.9308,0.4078,0.7077,9.8152,1.032959223,-0.0451,0.3494,-0.065,-0.08,-0.035,3,9,-8,1,2,0,2,7.5,45.0,9.0,7.5527672,1.2721568,2.0,2.28,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.4,6.6395,45,9,2.28,1.142892,102.9055,3968,2237.0,8.28,5.4,66.0,12.4,495,3.8,2.28,0.243,150.0,21.7,7.4589,-2.02,rh-ag111-t1
Ag,Rh,h2,CO,-0.681022447,1.374384279,0.854680104,-0.130072389,3.780575938,0.507151359,0.625808357,3.245849007,0.365634241,17.3255,2.2932,6.6306,8.4017,-3.735646539,1.087267575,0.986920469,0.742886217,4.043420479,0.407901346,0.789730715,5.977252189,0.311460118,10.9308,0.4078,0.7077,9.8152,1.032959223,-0.0451,0.3494,-0.065,-0.08,-0.035,3,9,-8,1,2,0,2,7.5,47.0,11.0,7.5527672,1.2721568,2.0,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.4,6.6395,45,9,2.28,1.142892,102.9055,3968,2237.0,8.28,5.4,66.0,12.4,495,3.8,2.28,0.243,150.0,21.7,7.4589,-0.2,rh-ag111-h2
Ag,Rh,f2,CO,-0.681022447,1.374384279,0.854680104,-0.130072389,3.780575938,0.507151359,0.625808357,3.245849007,0.365634241,17.3255,2.2932,6.6306,8.4017,-3.735646539,1.087267575,0.986920469,0.742886217,4.043420479,0.407901346,0.789730715,5.977252189,0.311460118,10.9308,0.4078,0.7077,9.8152,1.032959223,-0.0451,0.3494,-0.065,-0.08,-0.035,3,9,-8,1,2,0,2,6.95,47.0,11.0,7.5527672,1.2721568,2.0,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.4,6.6395,45,9,2.28,1.142892,102.9055,3968,2237.0,8.28,5.4,66.0,12.4,495,3.8,2.28,0.243,150.0,21.7,7.4589,-0.19,rh-ag111-f2
Ag,Pt,t1,CO,-1.46924312,1.428683437,0.926780094,0.225771594,3.930074815,0.452462985,0.784803703,3.135251054,0.35033888,10.3192,0.4962,0.6989,9.1241,-3.754633952,1.044829075,0.986895771,0.865747629,3.705029602,0.391361875,1.134986702,3.106363636,0.313805929,10.9372,0.4017,0.7177,9.8178,0.110494595,-0.0387,0.3387,-0.195,-0.13,-0.125,9,4,-5,-2,2,-6,-9,7.5,78.0,10.0,7.8527532,1.4685994,1.984,2.2,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.55,10.7514,78,10,2.2,2.125105,195.084,4098,2041.4,9.09,5.8,48.0,21.5,490,3.92,2.28,0.133,71.6,20.0,8.95883,-1.23,pt-ag111-t1
Ag,Pt,h2,CO,-1.46924312,1.428683437,0.926780094,0.225771594,3.930074815,0.452462985,0.784803703,3.135251054,0.35033888,10.3192,0.4962,0.6989,9.1241,-3.754633952,1.044829075,0.986895771,0.865747629,3.705029602,0.391361875,1.134986702,3.106363636,0.313805929,10.9372,0.4017,0.7177,9.8178,0.110494595,-0.0387,0.3387,-0.195,-0.13,-0.125,9,4,-5,-2,2,-6,-9,7.5,47.0,11.0,7.8527532,1.4685994,1.984,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.55,10.7514,78,10,2.2,2.125105,195.084,4098,2041.4,9.09,5.8,48.0,21.5,490,3.92,2.28,0.133,71.6,20.0,8.95883,-0.19,pt-ag111-h2
Ag,Pt,f2,CO,-1.46924312,1.428683437,0.926780094,0.225771594,3.930074815,0.452462985,0.784803703,3.135251054,0.35033888,10.3192,0.4962,0.6989,9.1241,-3.754633952,1.044829075,0.986895771,0.865747629,3.705029602,0.391361875,1.134986702,3.106363636,0.313805929,10.9372,0.4017,0.7177,9.8178,0.110494595,-0.0387,0.3387,-0.195,-0.13,-0.125,9,4,-5,-2,2,-6,-9,6.95,47.0,11.0,7.8527532,1.4685994,1.984,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.55,10.7514,78,10,2.2,2.125105,195.084,4098,2041.4,9.09,5.8,48.0,21.5,490,3.92,2.28,0.133,71.6,20.0,8.95883,-0.18,pt-ag111-f2
Ag,Ni,t1,CO,-0.488609283,0.956167475,0.901528508,0.328460908,3.773289415,0.432913383,0.585219392,3.052989787,0.358486614,10.0712,0.3865,0.7735,8.9113,-3.775423796,1.010873078,0.987416666,0.53064529,3.575986788,0.42686296,0.957965862,2.977414844,0.326478503,10.9486,0.4147,0.7171,9.8168,1.016943276,-0.0273,0.1251,0.085,0.11,0.19,21,19,-4,14,2,6,12,7.5,28.0,10.0,7.5889626,1.27501064,1.926,1.91,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,4.05,5.7108,28,10,1.91,1.1571612,58.6934,3186,1728.0,6.59,5.32,49.0,8.9,378,3.52,1.91,0.444,90.9,17.2,7.639877,-1.58,ni-ag111-t1
Ag,Ni,h2,CO,-0.488609283,0.956167475,0.901528508,0.328460908,3.773289415,0.432913383,0.585219392,3.052989787,0.358486614,10.0712,0.3865,0.7735,8.9113,-3.775423796,1.010873078,0.987416666,0.53064529,3.575986788,0.42686296,0.957965862,2.977414844,0.326478503,10.9486,0.4147,0.7171,9.8168,1.016943276,-0.0273,0.1251,0.085,0.11,0.19,21,19,-4,14,2,6,12,7.5,47.0,11.0,7.5889626,1.27501064,1.926,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,4.05,5.7108,28,10,1.91,1.1571612,58.6934,3186,1728.0,6.59,5.32,49.0,8.9,378,3.52,1.91,0.444,90.9,17.2,7.639877,-0.19,ni-ag111-h2
Ag,Ni,f2,CO,-0.488609283,0.956167475,0.901528508,0.328460908,3.773289415,0.432913383,0.585219392,3.052989787,0.358486614,10.0712,0.3865,0.7735,8.9113,-3.775423796,1.010873078,0.987416666,0.53064529,3.575986788,0.42686296,0.957965862,2.977414844,0.326478503,10.9486,0.4147,0.7171,9.8168,1.016943276,-0.0273,0.1251,0.085,0.11,0.19,21,19,-4,14,2,6,12,6.95,47.0,11.0,7.5889626,1.27501064,1.926,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,4.05,5.7108,28,10,1.91,1.1571612,58.6934,3186,1728.0,6.59,5.32,49.0,8.9,378,3.52,1.91,0.444,90.9,17.2,7.639877,-0.19,ni-ag111-f2
Ag,Ni,h1,CO,-0.488609283,0.956167475,0.901528508,0.328460908,3.773289415,0.432913383,0.585219392,3.052989787,0.358486614,10.0712,0.3865,0.7735,8.9113,-3.775423796,1.010873078,0.987416666,0.53064529,3.575986788,0.42686296,0.957965862,2.977414844,0.326478503,10.9486,0.4147,0.7171,9.8168,1.016943276,-0.0273,0.1251,0.085,0.11,0.19,21,19,-4,14,2,6,12,7.5,40.66666667,10.66666667,7.5889626,1.27501064,1.926,1.923310172,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,4.05,5.7108,28,10,1.91,1.1571612,58.6934,3186,1728.0,6.59,5.32,49.0,8.9,378,3.52,1.91,0.444,90.9,17.2,7.639877,-0.19,ni-ag111-b3
Ag,Ni,f1,CO,-0.488609283,0.956167475,0.901528508,0.328460908,3.773289415,0.432913383,0.585219392,3.052989787,0.358486614,10.0712,0.3865,0.7735,8.9113,-3.775423796,1.010873078,0.987416666,0.53064529,3.575986788,0.42686296,0.957965862,2.977414844,0.326478503,10.9486,0.4147,0.7171,9.8168,1.016943276,-0.0273,0.1251,0.085,0.11,0.19,21,19,-4,14,2,6,12,6.95,40.66666667,10.66666667,7.5889626,1.27501064,1.926,1.923310172,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,4.05,5.7108,28,10,1.91,1.1571612,58.6934,3186,1728.0,6.59,5.32,49.0,8.9,378,3.52,1.91,0.444,90.9,17.2,7.639877,-0.17,ni-ag111-b2
Ag,Ir,t1,CO,-0.754295939,1.570833713,0.832575153,-0.035275205,3.922476943,0.476069164,0.726648146,3.059575287,0.338265237,9.2309,0.4507,0.6908,8.0894,-3.728333707,1.047486541,0.986357081,0.638815947,3.668550682,0.42231804,1.032258501,3.067044815,0.326890498,10.9412,0.4101,0.7223,9.8088,1.807639099,-0.0347,0.2212,-0.115,-0.138,-0.141,4,7,-15,-2,2,-6,-7,7.5,77.0,9.0,7.8543912,1.3564507,1.984,2.2,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.9,10.5666,77,9,2.2,1.5643615,192.217,4701,2739.0,8.52,5.76,54.0,22.5622,560,3.84,2.2,0.131,147.0,26.0,8.96702,-2.46,ir-ag111-t1
Ag,Ir,h2,CO,-0.754295939,1.570833713,0.832575153,-0.035275205,3.922476943,0.476069164,0.726648146,3.059575287,0.338265237,9.2309,0.4507,0.6908,8.0894,-3.728333707,1.047486541,0.986357081,0.638815947,3.668550682,0.42231804,1.032258501,3.067044815,0.326890498,10.9412,0.4101,0.7223,9.8088,1.807639099,-0.0347,0.2212,-0.115,-0.138,-0.141,4,7,-15,-2,2,-6,-7,7.5,47.0,11.0,7.8543912,1.3564507,1.984,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.9,10.5666,77,9,2.2,1.5643615,192.217,4701,2739.0,8.52,5.76,54.0,22.5622,560,3.84,2.2,0.131,147.0,26.0,8.96702,-0.2,ir-ag111-h2
Ag,Ir,f2,CO,-0.754295939,1.570833713,0.832575153,-0.035275205,3.922476943,0.476069164,0.726648146,3.059575287,0.338265237,9.2309,0.4507,0.6908,8.0894,-3.728333707,1.047486541,0.986357081,0.638815947,3.668550682,0.42231804,1.032258501,3.067044815,0.326890498,10.9412,0.4101,0.7223,9.8088,1.807639099,-0.0347,0.2212,-0.115,-0.138,-0.141,4,7,-15,-2,2,-6,-7,6.95,47.0,11.0,7.8543912,1.3564507,1.984,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.9,10.5666,77,9,2.2,1.5643615,192.217,4701,2739.0,8.52,5.76,54.0,22.5622,560,3.84,2.2,0.131,147.0,26.0,8.96702,-0.2,ir-ag111-f2
Ag,Ir,b2,CO,-0.754295939,1.570833713,0.832575153,-0.035275205,3.922476943,0.476069164,0.726648146,3.059575287,0.338265237,9.2309,0.4507,0.6908,8.0894,-3.728333707,1.047486541,0.986357081,0.638815947,3.668550682,0.42231804,1.032258501,3.067044815,0.326890498,10.9412,0.4101,0.7223,9.8088,1.807639099,-0.0347,0.2212,-0.115,-0.138,-0.141,4,7,-15,-2,2,-6,-7,7.33,47.0,11.0,7.8543912,1.3564507,1.984,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.9,10.5666,77,9,2.2,1.5643615,192.217,4701,2739.0,8.52,5.76,54.0,22.5622,560,3.84,2.2,0.131,147.0,26.0,8.96702,-0.19,ir-ag111-b2
Ag,Au,t2,CO,-3.329430582,1.210549152,0.979488698,-0.04367443,3.881874804,0.472903385,0.891925042,3.096324646,0.33795379,11.1163,0.6311,0.7585,9.7267,-3.894132717,1.043543986,0.987352598,0.767317991,3.717735066,0.389661046,0.99146556,3.148445044,0.324022659,10.9623,0.4028,0.7381,9.8215,-0.219516373,-0.0136,0.1205,-0.165,-0.12,-0.103,9,0,-1,-3,-2,-6,-10,7.5,47.0,11.0,7.9060978,1.50530045,2.024,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.7,10.938,79,11,2.4,2.30861025,196.966569,3129,1337.33,10.21,5.46,36.0,19.3,330,4.08,2.54,0.129,318.0,12.5,9.225553,-0.12,au-ag111-t2
Ag,Au,t1,CO,-3.329430582,1.210549152,0.979488698,-0.04367443,3.881874804,0.472903385,0.891925042,3.096324646,0.33795379,11.1163,0.6311,0.7585,9.7267,-3.894132717,1.043543986,0.987352598,0.767317991,3.717735066,0.389661046,0.99146556,3.148445044,0.324022659,10.9623,0.4028,0.7381,9.8215,-0.219516373,-0.0136,0.1205,-0.165,-0.12,-0.103,9,0,-1,-3,-2,-6,-10,7.5,79.0,11.0,7.9060978,1.50530045,2.024,2.4,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.7,10.938,79,11,2.4,2.30861025,196.966569,3129,1337.33,10.21,5.46,36.0,19.3,330,4.08,2.54,0.129,318.0,12.5,9.225553,0.01,au-ag111-t1
Ag,Au,h2,CO,-3.329430582,1.210549152,0.979488698,-0.04367443,3.881874804,0.472903385,0.891925042,3.096324646,0.33795379,11.1163,0.6311,0.7585,9.7267,-3.894132717,1.043543986,0.987352598,0.767317991,3.717735066,0.389661046,0.99146556,3.148445044,0.324022659,10.9623,0.4028,0.7381,9.8215,-0.219516373,-0.0136,0.1205,-0.165,-0.12,-0.103,9,0,-1,-3,-2,-6,-10,7.5,47.0,11.0,7.9060978,1.50530045,2.024,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.7,10.938,79,11,2.4,2.30861025,196.966569,3129,1337.33,10.21,5.46,36.0,19.3,330,4.08,2.54,0.129,318.0,12.5,9.225553,-0.16,au-ag111-h2
Ag,Au,f2,CO,-3.329430582,1.210549152,0.979488698,-0.04367443,3.881874804,0.472903385,0.891925042,3.096324646,0.33795379,11.1163,0.6311,0.7585,9.7267,-3.894132717,1.043543986,0.987352598,0.767317991,3.717735066,0.389661046,0.99146556,3.148445044,0.324022659,10.9623,0.4028,0.7381,9.8215,-0.219516373,-0.0136,0.1205,-0.165,-0.12,-0.103,9,0,-1,-3,-2,-6,-10,6.95,47.0,11.0,7.9060978,1.50530045,2.024,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.7,10.938,79,11,2.4,2.30861025,196.966569,3129,1337.33,10.21,5.46,36.0,19.3,330,4.08,2.54,0.129,318.0,12.5,9.225553,-0.16,au-ag111-f2
Ag,Co,h2,CO,-0.962144662,1.33348684,0.781753572,0.092456175,3.771512522,0.453398915,0.448724829,3.027673397,0.370872992,8.9485,0.3936,0.8249,7.7301,-3.847164317,1.008027247,0.987373073,0.367914781,3.563806736,0.441733216,0.8122326,2.962689417,0.336421531,10.9623,0.4207,0.7264,9.8151,1.708270904,-0.0136,-0.0017,0.125,0.23,0.175,7,18,-8,11,1,6,13,7.5,47.0,11.0,7.6371892,1.1760314,1.92,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.9,5.5764,27,9,1.88,0.662265,58.933195,3200,1768.0,6.67,5.39,55.0,8.86,375,2.51,1.88,0.421,100.0,16.2,7.88101,-0.22,co-ag111-h2
Ag,Co,f2,CO,-0.962144662,1.33348684,0.781753572,0.092456175,3.771512522,0.453398915,0.448724829,3.027673397,0.370872992,8.9485,0.3936,0.8249,7.7301,-3.847164317,1.008027247,0.987373073,0.367914781,3.563806736,0.441733216,0.8122326,2.962689417,0.336421531,10.9623,0.4207,0.7264,9.8151,1.708270904,-0.0136,-0.0017,0.125,0.23,0.175,7,18,-8,11,1,6,13,6.95,47.0,11.0,7.6371892,1.1760314,1.92,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.9,5.5764,27,9,1.88,0.662265,58.933195,3200,1768.0,6.67,5.39,55.0,8.86,375,2.51,1.88,0.421,100.0,16.2,7.88101,-0.22,co-ag111-f2
Ag,Co,h1,CO,-0.962144662,1.33348684,0.781753572,0.092456175,3.771512522,0.453398915,0.448724829,3.027673397,0.370872992,8.9485,0.3936,0.8249,7.7301,-3.847164317,1.008027247,0.987373073,0.367914781,3.563806736,0.441733216,0.8122326,2.962689417,0.336421531,10.9623,0.4207,0.7264,9.8151,1.708270904,-0.0136,-0.0017,0.125,0.23,0.175,7,18,-8,11,1,6,13,7.5,40.33333333,10.33333333,7.6371892,1.1760314,1.92,1.913187299,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.9,5.5764,27,9,1.88,0.662265,58.933195,3200,1768.0,6.67,5.39,55.0,8.86,375,2.51,1.88,0.421,100.0,16.2,7.88101,-0.21,co-ag111-b3
Ag,Co,b2,CO,-0.962144662,1.33348684,0.781753572,0.092456175,3.771512522,0.453398915,0.448724829,3.027673397,0.370872992,8.9485,0.3936,0.8249,7.7301,-3.847164317,1.008027247,0.987373073,0.367914781,3.563806736,0.441733216,0.8122326,2.962689417,0.336421531,10.9623,0.4207,0.7264,9.8151,1.708270904,-0.0136,-0.0017,0.125,0.23,0.175,7,18,-8,11,1,6,13,7.33,47.0,11.0,7.6371892,1.1760314,1.92,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.9,5.5764,27,9,1.88,0.662265,58.933195,3200,1768.0,6.67,5.39,55.0,8.86,375,2.51,1.88,0.421,100.0,16.2,7.88101,-0.19,co-ag111-b2
Ag,Co,t1,CO,-0.962144662,1.33348684,0.781753572,0.092456175,3.771512522,0.453398915,0.448724829,3.027673397,0.370872992,8.9485,0.3936,0.8249,7.7301,-3.847164317,1.008027247,0.987373073,0.367914781,3.563806736,0.441733216,0.8122326,2.962689417,0.336421531,10.9623,0.4207,0.7264,9.8151,1.708270904,-0.0136,-0.0017,0.125,0.23,0.175,7,18,-8,11,1,6,13,7.5,27.0,9.0,7.6371892,1.1760314,1.92,1.88,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.9,5.5764,27,9,1.88,0.662265,58.933195,3200,1768.0,6.67,5.39,55.0,8.86,375,2.51,1.88,0.421,100.0,16.2,7.88101,-1.82,co-ag111-b1
Ag,Cu,t2,CO,-1.990410674,0.820248098,0.983701066,0.398352295,3.82464542,0.422434129,0.676582914,3.150347831,0.361727615,11.1317,0.4953,0.8429,9.7936,-3.90055584,1.02452563,0.987425368,0.739221293,3.641310421,0.395331765,1.061840355,3.058581779,0.313445558,10.9539,0.4099,0.7229,9.8211,0.380569402,-0.022,0.1568,0.165,0.17,0.2,13,16,8,15,2,6,10,7.5,47.0,11.0,7.6062632,1.2907352,1.924,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.7,5.8424,29,11,1.9,1.235784,63.546,3200,1357.77,7.11,4.92,46.5,8.96,300,3.61,1.9,0.385,401.0,13.1,7.72638,-0.12,cu-ag111-t2
Ag,Cu,t1,CO,-1.990410674,0.820248098,0.983701066,0.398352295,3.82464542,0.422434129,0.676582914,3.150347831,0.361727615,11.1317,0.4953,0.8429,9.7936,-3.90055584,1.02452563,0.987425368,0.739221293,3.641310421,0.395331765,1.061840355,3.058581779,0.313445558,10.9539,0.4099,0.7229,9.8211,0.380569402,-0.022,0.1568,0.165,0.17,0.2,13,16,8,15,2,6,10,7.5,29.0,11.0,7.6062632,1.2907352,1.924,1.9,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.7,5.8424,29,11,1.9,1.235784,63.546,3200,1357.77,7.11,4.92,46.5,8.96,300,3.61,1.9,0.385,401.0,13.1,7.72638,-0.55,cu-ag111-t1
Ag,Cu,h2,CO,-1.990410674,0.820248098,0.983701066,0.398352295,3.82464542,0.422434129,0.676582914,3.150347831,0.361727615,11.1317,0.4953,0.8429,9.7936,-3.90055584,1.02452563,0.987425368,0.739221293,3.641310421,0.395331765,1.061840355,3.058581779,0.313445558,10.9539,0.4099,0.7229,9.8211,0.380569402,-0.022,0.1568,0.165,0.17,0.2,13,16,8,15,2,6,10,7.5,47.0,11.0,7.6062632,1.2907352,1.924,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.7,5.8424,29,11,1.9,1.235784,63.546,3200,1357.77,7.11,4.92,46.5,8.96,300,3.61,1.9,0.385,401.0,13.1,7.72638,-0.16,cu-ag111-h2
Ag,Cu,h1,CO,-1.990410674,0.820248098,0.983701066,0.398352295,3.82464542,0.422434129,0.676582914,3.150347831,0.361727615,11.1317,0.4953,0.8429,9.7936,-3.90055584,1.02452563,0.987425368,0.739221293,3.641310421,0.395331765,1.061840355,3.058581779,0.313445558,10.9539,0.4099,0.7229,9.8211,0.380569402,-0.022,0.1568,0.165,0.17,0.2,13,16,8,15,2,6,10,7.5,41.0,11.0,7.6062632,1.2907352,1.924,1.919947734,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.7,5.8424,29,11,1.9,1.235784,63.546,3200,1357.77,7.11,4.92,46.5,8.96,300,3.61,1.9,0.385,401.0,13.1,7.72638,-0.18,cu-ag111-h1
Ag,Cu,f2,CO,-1.990410674,0.820248098,0.983701066,0.398352295,3.82464542,0.422434129,0.676582914,3.150347831,0.361727615,11.1317,0.4953,0.8429,9.7936,-3.90055584,1.02452563,0.987425368,0.739221293,3.641310421,0.395331765,1.061840355,3.058581779,0.313445558,10.9539,0.4099,0.7229,9.8211,0.380569402,-0.022,0.1568,0.165,0.17,0.2,13,16,8,15,2,6,10,6.95,47.0,11.0,7.6062632,1.2907352,1.924,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.7,5.8424,29,11,1.9,1.235784,63.546,3200,1357.77,7.11,4.92,46.5,8.96,300,3.61,1.9,0.385,401.0,13.1,7.72638,-0.16,cu-ag111-f2
Ag,Cu,f1,CO,-1.990410674,0.820248098,0.983701066,0.398352295,3.82464542,0.422434129,0.676582914,3.150347831,0.361727615,11.1317,0.4953,0.8429,9.7936,-3.90055584,1.02452563,0.987425368,0.739221293,3.641310421,0.395331765,1.061840355,3.058581779,0.313445558,10.9539,0.4099,0.7229,9.8211,0.380569402,-0.022,0.1568,0.165,0.17,0.2,13,16,8,15,2,6,10,6.95,41.0,11.0,7.6062632,1.2907352,1.924,1.919947734,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,3.7,5.8424,29,11,1.9,1.235784,63.546,3200,1357.77,7.11,4.92,46.5,8.96,300,3.61,1.9,0.385,401.0,13.1,7.72638,-0.17,cu-ag111-f1
Ag,Pd,t2,CO,-1.500999918,1.213770668,0.949402435,0.554991362,3.777863674,0.426559065,0.82591795,3.278644247,0.360766536,10.3384,0.3163,0.606,9.4161,-3.774660114,1.02783723,0.987422585,0.871578829,3.679405049,0.392585166,1.186066797,3.029599915,0.302260619,10.9358,0.4068,0.7058,9.8233,-0.070308125,-0.0401,0.3511,-0.035,-0.04,-0.015,6,6,10,1,2,0,0,7.5,47.0,11.0,7.7283592,1.15600664,1.984,1.93,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,6.85,13.6176,46,10,2.2,0.5621412,106.42,3236,1828.05,8.56,5.58,26.14,12.0,380,3.89,2.2,0.246,71.8,16.7,8.33686,-0.17,pd-ag111-t2
Ag,Pd,t1,CO,-1.500999918,1.213770668,0.949402435,0.554991362,3.777863674,0.426559065,0.82591795,3.278644247,0.360766536,10.3384,0.3163,0.606,9.4161,-3.774660114,1.02783723,0.987422585,0.871578829,3.679405049,0.392585166,1.186066797,3.029599915,0.302260619,10.9358,0.4068,0.7058,9.8233,-0.070308125,-0.0401,0.3511,-0.035,-0.04,-0.015,6,6,10,1,2,0,0,7.5,46.0,10.0,7.7283592,1.15600664,1.984,2.2,3.7,6.7555,47,11,1.93,1.304473,107.8682,2435,1234.93,10.27,4.64,55.0,10.5,255,4.09,1.93,0.235,429.0,11.3,7.576234,6.85,13.6176,46,10,2.2,0.5621412,106.42,3236,1828.05,8.56,5.58,26.14,12.0,380,3.89,2.2,0.246,71.8,16.7,8.33686,-0.91,pd-ag111-t1
